EstablishmentName,Easting,Northing,lat,lng
St Boniface RC Primary School,527651,171395,51.427193813781564,-0.16526953086615812
St Faith's CofE Primary School,526093,174932,51.459329497994894,-0.18640850477999305
St George's CofE Primary School,529322,176967,51.4768897157713,-0.1392127769896371
St Joseph's RC Primary School,525119,174894,51.45920392970858,-0.20043411678152284
St Mary's CofE Primary School,523670,175603,51.46589399334131,-0.22103215370940166
Trinity St Mary's CofE Primary School,528296,173119,51.442541703775134,-0.15537312767997305
St Mary's RC Voluntary Aided Primary School,528837,176954,51.47688345863292,-0.1461973040415054
St Michael's CofE Primary School,524889,173911,51.45042034604728,-0.20408969331705668
"Sacred Heart Catholic Primary School, Roehampton",522257,174642,51.45756396078661,-0.24169521069775818
Our Lady Queen of Heaven RC School,523701,173544,51.44738259455745,-0.22130556711295313
St Anselm's Catholic Primary School,528163,172354,51.43569680696822,-0.15756242576435736
Ernest Bevin College,527431,172548,51.437605259296554,-0.1680177674224437
Battersea Park School,527924,176527,51.47325308980204,-0.15949113040792123
Hillbrook School,528119,171797,51.43070103736424,-0.15839638970369221
Burntwood School,526616,172577,51.43804847165459,-0.1797264831242112
Ibstock Place School,521520,174288,51.45454098866626,-0.25241925736635584
Merlin School,524005,174649,51.457246998372966,-0.21654628760159256
Hurlingham School,524512,175308,51.4630583274755,-0.20902092874862896
Willington School,524889,171025,51.424483454006754,-0.20510668652185945
Putney Park School,522766,175138,51.46191157936073,-0.23420072312564452
Emanuel School,527042,174633,51.45643039083144,-0.17286345627995967
Putney High School,523900,174602,51.45684757167959,-0.21807323825356426
Waldorf School of South West London,529608,171393,51.426732026057174,-0.13713704393741033
Broomwood Hall School,528034,173974,51.450284739328225,-0.15883180901612795
The Roche School,525314,174895,51.45916981875954,-0.1976284565529415
Finton House School,527583,172931,51.44101307669735,-0.1656942446986789
The Dominie,528056,176680,51.474598242543976,-0.15753621334919254
Hornsby House School,528208,173365,51.44477238879833,-0.1565495971891432
Bertrum House School,528098,172561,51.4375717862639,-0.15842221067172546
Eveline Day School,528341,172882,51.44040162531645,-0.1548118463634156
Prospect House School,523728,173976,51.45125917308284,-0.22076631677599193
Newton Preparatory School,528870,176969,51.4770107502333,-0.14571692342352335
Dolphin School (Incorporating Noahs Ark Nursery Schools),527511,174727,51.457169809402465,-0.16608300108732613
Hall School Wimbledon,522190,172303,51.436557085189065,-0.2434659325094724
Lion House School,523592,175152,51.46185779657985,-0.22231197007474499
Eaton House the Manor School,528543,175257,51.4616996427471,-0.15104500511008637
Northcote Lodge School,527584,174151,51.45197691040553,-0.16524043853920284
Al-Risalah,527762,171982,51.43244416085808,-0.16346229001538126
Parkgate House School,528332,175241,51.461603691944255,-0.1540863822004517
Linden Lodge School,524284,173151,51.4437230984475,-0.21305839276199956
Oak Lodge School,528065,173793,51.44865110727294,-0.15845138465156364
Bradstow School,639432,167136,51.352815852135954,1.4373110470334722
Greenmead School,522805,174823,51.45907214307256,-0.2337489115963715
Paddock School,521689,175313,51.463716732702075,-0.24963579444315687
Garratt Park School,526164,172467,51.43716065617989,-0.18626514654751486
Tachbrook Nursery School,529730,178159,51.48750854117343,-0.13290368810072023
Dorothy Gardner Centre,524835,182642,51.52889822292517,-0.2017817596265889
Mary Paterson Nursery School,524829,182547,51.52804578433728,-0.20190184544917456
Barrow Hill Junior School,527092,183132,51.532798714127495,-0.1690863298987786
Paddington Green Primary School,526509,182030,51.523026010060924,-0.17788232006083235
Churchill Gardens Community Primary School,529265,178131,51.487363307628485,-0.13960742383784588
Edward Wilson Primary School,525705,181829,51.521399004391085,-0.1895365472622537
Essendine Primary School,525311,182561,51.52806493600764,-0.19495228284037133
Gateway Primary School,526953,182355,51.525847189911474,-0.17136901388184608
Wilberforce Primary School,524383,182958,51.531837781416094,-0.2081827713393824
George Eliot Primary School,526535,183794,51.538873015015845,-0.17687454647754497
Hallfield Primary School,525940,181017,51.51404931324048,-0.1864410982783947
Robinsfield Infant School,527037,183464,51.53579470604878,-0.1697591601446341
Queen's Park Primary School,524394,182467,51.52742273464145,-0.20819752525884197
All Souls CofE Primary School,529242,181745,51.519846539969336,-0.13861551566809208
Burdett-Coutts and Townshend Foundation CofE Primary School,529548,179003,51.49513501413433,-0.1352140245532121
Hampden Gurney CofE Primary School,527459,181362,51.516809404204345,-0.16443797106992747
Our Lady of Dolours RC Primary School,525575,181820,51.52134701503594,-0.19141249483113157
St Augustine's CofE Primary School,525528,183286,51.53453230686064,-0.19156760136626305
St Barnabas' CofE Primary School,528421,178462,51.49053007357329,-0.1516362135608299
St Clement Danes CofE Primary School,530611,181081,51.51356481063985,-0.11914134870874267
St Edward's RC Primary School,527354,182085,51.523330537528025,-0.1656893489805775
St Gabriel's CofE Primary School,529064,178013,51.486348742086975,-0.14254383248734845
St George's Hanover Square CofE Primary School,528476,180499,51.50882365201758,-0.15010335443109762
Soho Parish CofE Primary School,529559,180851,51.51173989803313,-0.1343775035457814
St James's and St Michael's CofE Voluntary Aided Primary School,526422,180910,51.51298015476425,-0.17953703569832616
St Joseph's RC Primary School,526196,182511,51.52741867185226,-0.18221930349695512
St Luke's CofE Primary School,524741,183012,51.532244165337616,-0.20300519823673394
St Mary Magdalene CofE Primary School,525683,181957,51.52255422426264,-0.18980785846330536
St Mary's Bryanston Square CofE School,527546,181766,51.52042045582279,-0.16303874161298337
St Mary of the Angels RC Primary School,525132,181428,51.517922352415695,-0.19793330216963495
"St Matthew's School, Westminster",529827,179261,51.49738963026628,-0.13110243888063935
St Peter's CofE School,525183,182121,51.52413903678252,-0.1969527017149363
St Peter's Eaton Square CofE Primary School,528736,179092,51.496120167467616,-0.14687200188239888
St Saviour's CofE Primary School,525889,182081,51.523622762979684,-0.1867959475311553
St Stephen's CofE Primary School,525274,181553,51.519014277697906,-0.19584344905417095
St Vincent's RC Primary School,528270,181584,51.51862105342288,-0.15267562193127598
St Vincent de Paul RC Primary School,529206,179068,51.495797351807106,-0.14011402802171266
Westminster Cathedral RC Primary School,529777,178296,51.488728943968965,-0.13217682914640294
Christ Church Bentinck CofE Primary School,527312,181875,51.521452766392194,-0.16637021477451286
St Augustine's CofE High School,525469,183256,51.53427580328929,-0.19242846409062606
Arnold House School,526561,183245,51.53393340999965,-0.17669703179763985
Queen's College London,528666,181576,51.51845917350721,-0.14697436002098457
Francis Holland School,527724,182244,51.52467595323732,-0.1603015073305821
Westminster Abbey Choir School,529927,179412,51.498723661950926,-0.129607121391052
Eaton House School,528183,178867,51.494223690318584,-0.1549154397448838
Francis Holland School,528263,178574,51.49157242841547,-0.15387007185079948
Westminster School,530047,179360,51.49822878391586,-0.12789850295233637
Gems Hampshire School,527144,179533,51.500443368229085,-0.16963411961536268
Connaught House School,527570,181036,51.51385466824199,-0.16295699614314008
Westminster Under School,529634,178630,51.49176327751377,-0.1341127633281542
Westminster Cathedral Choir School,529231,179110,51.49616908482335,-0.13973873026373268
The American School in London,526542,183346,51.53484533779941,-0.17693454875457662
St Christina's School,527431,183481,51.53585875605549,-0.16407545173618618
International Community School,528286,182168,51.523865686110845,-0.1522327299970119
The Sylvia Young Theatre School,527584,181403,51.51714966990592,-0.16262263785788317
Fairley House School,529819,178495,51.49050766362472,-0.13149912699007607
St John's Wood Pre-Preparatory School,527164,182912,51.53080541625602,-0.16812824139244711
Centre Academy London,526882,175144,51.46105858097984,-0.17498190594311128
Naima Jewish Preparatory School,525633,183266,51.534329231823975,-0.1900616959645511
Abercorn School,527475,181860,51.52128123072591,-0.164027536357359
Eaton Square School,529044,178732,51.49281477687679,-0.14256912840136418
Bales College,523896,182571,51.528466777320425,-0.21533606201130184
College Park School,525551,181088,51.51477389483832,-0.19201875582290365
Queen Elizabeth II Jubilee School,524809,182251,51.52539005155457,-0.20229478131100959
The James Cambell Primary School,547691,184072,51.53623656271261,0.12807961913922933
Dorothy Barley Junior School and Special Needs Base (MLD),546774,185234,51.54691642215673,0.11535189628464416
Dorothy Barley Infants' School,546774,185234,51.54691642215673,0.11535189628464416
Eastbury Primary School,545822,184040,51.53643453591337,0.10113812139003495
Manor Junior School,545828,184731,51.542641864464244,0.10151059737747697
Manor Infants' School/Manor Longbridge,545828,184731,51.542641864464244,0.10151059737747697
Northbury Junior School,544013,184537,51.54136436110426,0.07527694601684103
Northbury Infants' School,544013,184537,51.54136436110426,0.07527694601684103
Ripple Primary School,545104,183966,51.53595448368138,0.09076268366554796
Beam Primary School,550210,183257,51.52824966641892,0.16402442295714142
Furze Infants' School,548410,188015,51.57147642745944,0.14010107130967808
Grafton Primary School,548487,186607,51.55880517512345,0.14061698013131202
Marks Gate Infants' School,548194,189545,51.58528037431457,0.13763167903657353
Marsh Green Primary School,549365,183556,51.531160175962135,0.15197900457642186
Rush Green Junior School,550976,187161,51.56312260873807,0.17673207198466337
Rush Green Infants' School,550932,187209,51.563565650702806,0.1761183749595979
The Leys Primary School,550461,184093,51.53569433178022,0.167996906328633
Warren Junior School,548573,188552,51.57625850749163,0.14267822774553757
Thomas Arnold Primary School,548866,184187,51.53696146091024,0.14505703004008438
Valence Primary School,547891,186499,51.55799123726213,0.13198042222248163
Village Infants' School,549383,184397,51.538711853158716,0.15259482283490228
Marks Gate Junior School,548069,189608,51.58587926655996,0.1358553447020592
Thames View Junior School,546165,183070,51.527630123371644,0.1056777673016334
William Bellamy Primary School,549437,186675,51.55916546925568,0.1543396761352332
Parsloes Primary School,548794,184928,51.54363838814518,0.14433265454621028
Five Elms Primary School,548829,186204,51.555094129819196,0.14537635753752323
Henry Green Primary School,547581,186917,51.56182816477943,0.12768723613537206
Roding Primary School,547522,185528,51.54936317307431,0.12625453242327664
Becontree Primary School,546884,186340,51.556825498766685,0.11739857467968143
John Perry Primary School,550639,184798,51.5419812857281,0.1708628072833083
St Margarets CofE Primary School,544043,184012,51.53663932477222,0.07549459092312251
William Ford CofE Primary School,549383,184397,51.538711853158716,0.15259482283490228
St Joseph's Catholic Primary School,544156,183775,51.53448094005584,0.07702576731662113
St Joseph's Catholic Primary School,548737,185898,51.55236893987365,0.14392102327996806
St Peter's Catholic Primary School,548838,183622,51.531892252797604,0.1444149824673032
The St Teresa Catholic Primary School,547411,185611,51.55013793165903,0.12468957122521201
St Vincent's Catholic Primary School,547206,186684,51.55983253802771,0.12218384451393938
The Warren Comprehensive School,548476,188616,51.57685908864359,0.14130650272942538
"Barking Abbey School, A Specialist Sports and Humanities College",545828,184731,51.542641864464244,0.10151059737747697
Eastbrook Comprehensive School,550112,185839,51.55147494807522,0.16371296306968608
Eastbury Comprehensive School,545048,184690,51.54247430475468,0.09025392017527173
Robert Clack School,548825,186950,51.561798042532864,0.1456341914454744
The Sydney Russell School,547963,185474,51.548762594842515,0.13258742357519987
All Saints Catholic School and Technology College,549215,187064,51.562719370547015,0.15130458731865837
Brookhill Nursery School,527087,195626,51.64507993118432,-0.16463877477266084
Hampden Way Nursery School,528689,194167,51.63160457685294,-0.14203462081391005
Moss Hall Nursery School,525668,191761,51.61066475620046,-0.1865215795363263
St Margaret's Nursery School,526828,196062,51.649056530461934,-0.1682220225628265
Pavilion Study Centre,526783,194420,51.63431058959235,-0.16946645643453956
Parkfield Primary School,522584,187917,51.57679793624903,-0.23237828551818485
Barnfield Primary School,520286,190526,51.60074016153945,-0.2646308282652648
Bell Lane Primary School,523677,189134,51.58749654820664,-0.21618520772835836
Brookland Junior School,525598,189486,51.59023537367464,-0.18834580765799258
Brookland Infant and Nursery School,525598,189486,51.59023537367464,-0.18834580765799258
Brunswick Park Primary and Nursery School,528271,194004,51.63023514491098,-0.14813030019791665
Childs Hill School,524390,186337,51.56220327066532,-0.2068884328338145
Church Hill School,527487,194545,51.635274948119786,-0.1592543586258815
Colindale Primary School,521535,189221,51.588744093601846,-0.2470577557650195
Coppetts Wood Primary School,528083,190944,51.6027789416719,-0.1519623763751075
Courtland School,521053,193499,51.62729464068987,-0.2525361710312455
Cromer Road Primary School,526107,196508,51.65322662879879,-0.17847693941112386
Deansbrook Junior School,520522,191904,51.61307405252518,-0.2607518253398736
Deansbrook Infant School,520522,191904,51.61307405252518,-0.2607518253398736
Dollis Infant School,523053,191451,51.6084559072882,-0.22437561381909188
Edgware Junior School,519523,191548,51.610087398611164,-0.27529401009749227
Edgware Infant School,519378,191512,51.60979459384673,-0.2773992507437623
Fairway Primary School and Children's Centre,520747,193496,51.627333369564376,-0.2569557644921901
Foulds School,523906,196826,51.65657345272658,-0.21016346397290683
Frith Manor Primary School,524584,192216,51.6149944804741,-0.20200648258956322
Garden Suburb Junior School,524978,188877,51.58490011626713,-0.1975074921205552
Garden Suburb Infant School,524978,188877,51.58490011626713,-0.1975074921205552
Goldbeaters Primary School,520791,190910,51.60408324117662,-0.25721087894857153
Hollickwood Primary School,528626,191205,51.60500078884021,-0.14403065552317718
Holly Park Primary School,528107,192524,51.61697233157479,-0.15103919131723542
Livingstone Primary and Nursery School,526921,196783,51.65551491736789,-0.1666171198471272
Manorside Primary School,526076,190672,51.600787032444536,-0.18102373479365855
Monkfrith Primary School,528377,194732,51.63675319665248,-0.14633297300424597
Moss Hall Junior School,525719,191679,51.60991646408274,-0.18581482944381034
Moss Hall Infant School,525719,191679,51.60991646408274,-0.18581482944381034
Northside Primary School,526149,192370,51.61603021057282,-0.1793599058497359
Summerside Primary School,526931,191657,51.60944706030931,-0.16832931118641986
Woodridge Primary School,525135,193224,51.62393107609706,-0.19369293475153804
Tudor Primary School,526318,190626,51.60031946443791,-0.17754805117635425
Underhill Junior School,524264,195593,51.645413747465724,-0.20542852500299008
Underhill Infant School,524264,195593,51.645413747465724,-0.20542852500299008
Whitings Hill Primary School,523382,195582,51.6455089401127,-0.21817304956710543
Chalgrove Primary School,524324,189626,51.59177585632656,-0.20667698937715048
Sunnyfields Primary School,522591,189509,51.591103798889804,-0.23172197598921182
Queenswell Infant & Nursery School,526761,193616,51.62709025897049,-0.1700749586400655
Queenswell Junior School,526761,193616,51.62709025897049,-0.1700749586400655
Danegrove Primary School,527502,195470,51.64358415889478,-0.1587010516644967
All Saints' CofE Primary School NW2,524872,186340,51.56212381099298,-0.19993756099030136
Christ Church Primary School,523772,197077,51.65885864608268,-0.21201081000606276
Holy Trinity CofE Primary School,526979,189621,51.59113930680493,-0.1683728695236676
Monken Hadley CofE Primary School,525232,197563,51.66290306864615,-0.19074088762331387
St John's CofE Junior Mixed and Infant School,527783,192497,51.616803275396954,-0.1557261824248154
St John's CofE Primary School,526280,193561,51.62670405026754,-0.1770399506837316
St Mary's CofE Primary School,524746,190949,51.60357229145209,-0.20011835415619925
"St Mary's CofE Primary School, East Barnet",527317,195180,51.641019920127306,-0.16147864089321784
St Paul's CofE Primary School N11,528581,192454,51.616235287956286,-0.14422238373426355
St Paul's CofE Primary School NW7,522534,192785,51.620557652555846,-0.23140068103145128
"St Andrew's CofE Voluntary Aided Primary School, Totteridge",524931,193894,51.6299975247869,-0.19639955170284562
Trent CofE Primary School,527895,196294,51.650899919581384,-0.15272353571635103
All Saints' CofE Primary School N20,526917,193833,51.62900523048517,-0.1677439074648855
The Annunciation RC Infant School,520591,190759,51.602769005792354,-0.2601492317455115
Our Lady of Lourdes RC School,526420,190952,51.6032262781527,-0.17595873935649833
St Agnes RC School,524125,186126,51.56036535151727,-0.21078383150182697
St Catherine's RC School,525067,195987,51.648776663868524,-0.19368843967535174
St Vincent's Catholic Primary School,523095,192498,51.6178560863823,-0.2234020548263256
St Theresa's RC School,525580,189989,51.59475975467775,-0.1884256683048781
St Joseph's RC Infant School,522624,189086,51.587295106472396,-0.231393491160135
St Joseph's RC Junior School,522624,189086,51.587295106472396,-0.231393491160135
Sacred Heart Roman Catholic Primary School,527228,193996,51.63039987455357,-0.16319403701219937
Blessed Dominic RC School,521569,190463,51.59989874768663,-0.24613732722115467
Rosh Pinah Primary School,519803,193439,51.62702270556295,-0.27060645513648407
Menorah Primary School,524350,187703,51.574488261730366,-0.20698226747492485
The Annunciation RC Junior School,520712,191769,51.611820117992764,-0.2580555754674302
Friern Barnet School,527853,192405,51.61596062502854,-0.15474922371783673
Dollis Junior School,523053,191451,51.6084559072882,-0.22437561381909188
Osidge Primary School,529173,194444,51.63398301046605,-0.13494347919278557
St Mary's CofE High School,523162,189668,51.59240830843075,-0.22342782742483652
St Michael's Catholic Grammar School,526058,192177,51.614316136285595,-0.18074289814980632
Finchley Catholic High School,526022,193124,51.62283463838953,-0.18092228119647344
St James' Catholic High School,521928,190571,51.60079181785132,-0.24091911415965037
Bishop Douglass School Finchley,526275,189926,51.59403836263922,-0.17842028516537942
Mill Hill School Foundation,522249,193073,51.623207833332806,-0.23541494629693485
Hendon Preparatory School,523599,189538,51.59114438375213,-0.21716836653009655
King Alfred School,525868,187188,51.569523449561515,-0.18527327097503737
Lyonsdown School,526012,195759,51.64651688050208,-0.18011903847528554
The Mount School,522976,192225,51.6154286334654,-0.22521571019244718
St Martha's Senior School,525341,197604,51.66324724441102,-0.18915108927762203
Annemount School,526496,188342,51.579753785164165,-0.17580183613839934
Mathilda Marks-Kennedy Jewish Primary School,520922,192197,51.6156215774604,-0.2548767418160018
Golders Hill School,525131,187721,51.57447736232479,-0.19571185269721297
Goodwyn School,522178,192419,51.61734573010357,-0.23666791119823152
Holland House School,519587,192867,51.6219279407766,-0.27392054523145226
Kerem School,526619,188839,51.58419261401381,-0.1738486304382337
St Martin's School,521427,192238,51.61588143654796,-0.2475723796682795
Pardes House Grammar School,524942,190464,51.599170254701875,-0.19746233438568123
Kisharon Day School,524942,188200,51.57882396924229,-0.19826748660793303
Menorah Grammar School,520316,191325,51.60791451020814,-0.26392402195325126
Beth Jacob Grammar School for Girls,523564,189090,51.58712589042623,-0.21783091201033
The North London International School,527536,192170,51.61392061316695,-0.1594106743982467
Brampton College,523260,189250,51.58863033214536,-0.22216050759989456
Oak Lodge School,526318,189421,51.58949041110069,-0.17798145891750713
Northway School,520648,193478,51.62719281868206,-0.258391496311439
Oakleigh School & Acorn Assessment Centre,527540,193376,51.62475758963055,-0.15891435046323188
Mapledown School,523487,187609,51.57383301855064,-0.2194620673719205
Brampton Primary School,547941,176369,51.46695782816535,0.1284538430632186
Crook Log Primary School,547838,175369,51.457999401968515,0.12655432209552525
Danson Primary School,546456,175254,51.45732502745117,0.1066292162747016
Eastcote Primary School,544831,175927,51.46379006294519,0.08353200849818432
East Wickham Junior School,546123,176548,51.46903820243439,0.10237402979662126
Gravel Hill Primary School,549770,175013,51.454293231077926,0.1541912708888177
Hillsgrove Primary School,547170,177188,51.474517714638345,0.11770310231246779
Hook Lane Primary School,546168,175745,51.46181126812525,0.10268968775802986
Pelham Primary School,549396,175545,51.459172093626655,0.14903707250651768
Upton Primary School,548454,174428,51.44938316637846,0.13501964454182117
Mayplace Primary School,550631,175326,51.4568773266355,0.16670691650597483
Slade Green Junior School,552330,177087,51.47224553643239,0.1919002437903769
Bedonwell Junior School,548292,177759,51.479355550334674,0.13408610504776733
Bedonwell Infant and Nursery School,548292,177759,51.479355550334674,0.13408610504776733
Belmont Primary School,549142,177070,51.47294145884545,0.14602661377539766
Lessness Heath Primary School,549310,178211,51.483149262426146,0.14892558295081648
Belvedere Junior School,549861,179072,51.490739824867866,0.15721997688897008
Birkbeck Primary School,546481,172429,51.431934617522316,0.10582059792918708
Burnt Oak Junior School,546116,173056,51.437662704035525,0.10083218808729581
Days Lane Primary School,545899,174138,51.44744092130709,0.09815800185112791
Longlands Primary School,545413,172315,51.431185138486555,0.09042119801309328
Slade Green Infant School,552330,177087,51.47224553643239,0.1919002437903769
Dulverton Primary School,544704,172874,51.43638947069708,0.08045753625941617
Bursted Wood Primary School,549645,176496,51.46765126897062,0.15302066322665298
Parkway Primary School,548249,179254,51.492799753717684,0.13409452260419066
Belvedere Infant School,549956,179092,51.49089435965848,0.15859580196979722
Chatsworth Infant School,546420,173340,51.440136151521244,0.10532009488928994
Jubilee Primary School,547334,180626,51.50536657525858,0.12149647766105555
Northwood Primary School,548540,179207,51.492301131582515,0.13826337102468003
Sherwood Park Primary School,546847,174111,51.44695347743639,0.11177890750788015
Castilion Primary School,547307,181174,51.51029754407259,0.12133645130272853
Royal Park Primary School,548120,172332,51.43063729147112,0.12934043005158843
Hurst Primary School,547956,173514,51.441300799790234,0.12747648581705975
Barrington Primary School,547665,176046,51.464127594959656,0.12434854270328877
Normandy Primary School,550969,176679,51.46894414160315,0.17214536096468552
Foster's Primary School,547493,175925,51.46308518261608,0.1218238903719702
Old Bexley Church of England Primary School,548886,173437,51.440365436803894,0.14081534645652233
Holy Trinity Lamorbey Church of England Primary School,546258,173015,51.437257683861006,0.10285677838731513
St Paulinus Church of England Primary School,551293,175109,51.45475117849141,0.17613519363407198
St Stephen's Catholic Primary School,546284,176040,51.4644320318147,0.10448023381680745
Our Lady of the Rosary Catholic Primary School,545455,174139,51.44756403271916,0.09177369206469263
St Joseph's Catholic Primary School,551010,175012,51.45395512340406,0.17202383946960093
St Fidelis Catholic Primary School,550289,177625,51.47762491086091,0.16276484568068897
St Thomas More Catholic Primary School,548695,176372,51.46678732479973,0.13930194051262307
St John Fisher Catholic Primary School,548112,179495,51.49500107478607,0.13222361312996
St Peter Chanel Catholic Primary School,547304,171192,51.42060644632294,0.11713731022542045
Barnehurst Infant School,550289,176697,51.46928674286848,0.16237046485911652
Barnehurst Junior (Foundation) School,550235,176683,51.46917527965526,0.16158766255262064
St Michael's East Wickham Church of England Voluntary Aided Primary School,547450,176622,51.4693591652794,0.12149584201990249
West Lodge School,546219,172111,51.42914484214332,0.10192317901631275
Merton Court School,546999,171526,51.42368670719683,0.1128924617937732
Benedict House Preparatory School,546039,172061,51.42874194609256,0.09931522903375618
Woodside School,549809,178886,51.4890823640947,0.1563926711950892
Shenstone School,550978,175005,51.453900755460765,0.17156065235063653
Marlborough School,546278,173491,51.44152961930851,0.10334081573759059
Westbrooke School,547605,175798,51.46191486947681,0.12338199530576148
Curzon Crescent Nursery School,521396,184393,51.545384012169556,-0.2507292942147213
Fawood Children's Centre,520575,184157,51.54343887771271,-0.2626438342188646
College Green Nursery School and Services,523020,183489,51.53690830397736,-0.22763725753528677
Granville Plus Nursery School,525081,183081,51.532789108882504,-0.19808158323628855
Anson Primary School,523551,185363,51.55363416679409,-0.219327727864318
Brentfield Primary School,520547,184530,51.54679710132361,-0.26291974691723186
Byron Court Primary School,517138,186959,51.56934496760727,-0.31125069333796035
Carlton Vale Infant School,524936,182963,51.53176072387687,-0.2002127689479717
Harlesden Primary School,521137,183464,51.53709048706647,-0.2547818961225153
Mount Stewart Junior School,517838,187953,51.5781327104446,-0.30082239223615
Mount Stewart Infant School,517772,187995,51.578523962201,-0.3017603390015
Uxendon Manor Primary School,518026,188544,51.583404947109756,-0.29791214837175595
Kingsbury Green Primary School,519977,188577,51.58328992563962,-0.2697558162561888
Leopold Primary School,521666,184295,51.54444517360403,-0.24687143779782075
Lyon Park Junior School,518822,184117,51.54345085438272,-0.28792399581963607
Lyon Park Infant School,518822,184117,51.54345085438272,-0.28792399581963607
Malorees Infant School,523968,184019,51.541464219760165,-0.2137893287997023
Northview Junior and Infant School,521591,185552,51.55575820631575,-0.24751838848642504
Park Lane Primary School,518377,185485,51.55583904713287,-0.2938781085920087
Preston Park Primary School,517958,187213,51.57145696969973,-0.2993396980189387
Roe Green Junior School,519786,189328,51.590079935663574,-0.272255147659658
Roe Green Infant School,519786,189328,51.590079935663574,-0.272255147659658
Barham Primary School,517505,184641,51.5484357843619,-0.30673181436013264
Wykeham Primary School,521071,186327,51.56283502837501,-0.2547486444119877
Elsley Primary School,518881,184714,51.5488039007501,-0.2868720969352425
Donnington Primary School,522602,184026,51.54182525067097,-0.23347416962361708
The Stonebridge School,520512,183840,51.540603358571005,-0.2636603094722091
Newfield Primary School,521873,184023,51.541956037953156,-0.24398196681996898
Kensal Rise Primary School,523722,183042,51.53273780205366,-0.2176777725973878
Mitchell Brook Primary School,521012,184771,51.548863583920884,-0.25613430594600245
Furness Primary School,522256,183121,51.53376686554074,-0.23877490003899102
Chalkhill Primary School,519973,186213,51.56204491600736,-0.2706200163406543
Salusbury Primary School,524562,183530,51.53693891534048,-0.2054013727222279
Oliver Goldsmith Primary School,520811,188560,51.58295913554418,-0.25773052819148623
Gladstone Park School,522573,185177,51.55217571349483,-0.2334915378025194
Mora Primary School,523143,185937,51.558881865318135,-0.22500870737968603
Fryent Primary School,520390,187901,51.57712657605795,-0.26402946303911956
Braintcroft Primary School,521772,186538,51.56458052676855,-0.2445677302063491
Christ Church CofE Primary School,524603,184020,51.54133349770487,-0.2046372453882187
John Keble CofE Primary School,521673,183577,51.537990864970794,-0.24701851777925576
Princess Frederica CofE Primary School,523191,183060,51.53301558212591,-0.22532295444993994
St Andrew and St Francis CofE Primary School,522423,184834,51.54912567131343,-0.23577316205406962
St Mary's CofE Primary School,521289,184721,51.548354802294114,-0.2521586074143234
Our Lady of Grace Catholic Junior School,522589,186206,51.56141996315105,-0.2329025028204135
St Joseph RC Junior School,518800,185082,51.552128296844025,-0.28791556312546707
St Mary Magdalen Catholic Junior School,522931,184693,51.54774814186058,-0.22849967627681933
St Robert Southwell RC Primary School,520098,188410,51.58176330938187,-0.26806734982298697
Convent of Jesus and Mary RC Infant School,523022,184716,51.547935029969956,-0.22717993823608232
Our Lady of Lourdes RC Primary School,520418,183856,51.540767199652706,-0.2650096020104765
St Joseph's RC Infant School,518816,185048,51.551819360154816,-0.2876963781185202
Our Lady of Grace RC Infant and Nursery School,523176,186533,51.564230946642965,-0.2243242910392741
St Margaret Clitherow RC Primary School,520508,185961,51.55966617489949,-0.26299207926976137
Michael Sobell Sinai School,519138,188145,51.5795852468313,-0.28200562992460143
Oakington Manor Primary School,519960,185118,51.55220660910243,-0.27118065771464955
North West London Jewish Day School,524137,184374,51.54461749634191,-0.211228561249485
Malorees Junior School,523903,184046,51.54172113026959,-0.21471662802878963
St Joseph's Roman Catholic Primary School,521386,184266,51.54424478677005,-0.2509171990333454
The Kilburn Park School Foundation,524976,183008,51.53215629257191,-0.19962045150630212
Copland Community School,518587,185103,51.5523618022665,-0.29097913826978133
St Gregory RC High School,517552,188564,51.58368367562183,-0.30474346898607607
Newman Catholic College,522218,183549,51.53762159020966,-0.23917404731285455
Buckingham College Preparatory School,512955,187969,51.57927528488645,-0.3712540966251567
Buxlow Preparatory School,518199,186137,51.561736119411314,-0.2962254384858037
Gower House School,520397,186627,51.56567535929448,-0.26436463573280444
St Christopher's School,518914,186169,51.56187355129973,-0.28590489081348
St Nicholas School,520260,186843,51.5676458104078,-0.2662663742706456
"Ysgol Gymraeg Llundain, The Welsh School London",520512,183840,51.540603358571005,-0.2636603094722091
Islamia Primary School,524372,183812,51.53951510758358,-0.20803987724436485
Islamia Girls' High School,524372,183812,51.53951510758358,-0.20803987724436485
Al-Sadiq and Al-Zahra Schools,524291,183852,51.53989241442801,-0.20919310407875563
The Swaminarayan School,520760,184703,51.54830639234102,-0.2597901843074923
Woodfield School,521103,187332,51.57186028198029,-0.25394123813256053
Phoenix Arch School,520536,185282,51.5535578615374,-0.2628208832967759
Manor School,523480,183473,51.53666416421992,-0.22101386916385693
The Village School,520242,189406,51.59068389299424,-0.26564927303579006
Bromley Pupil Referral Service,540858,168030,51.39382994416397,0.02324046318218979
Alexandra Junior School,535952,170915,51.42095144624701,-0.0461259830564967
Alexandra Infant School,535971,170058,51.41324558332952,-0.04618132374236387
Bromley Road Infant School,537570,169614,51.408870293381305,-0.02337523334148807
Churchfields Primary School,535968,169207,51.40559889926794,-0.04655041083341421
Hawes Down Junior School,538909,166076,51.37675106400605,-0.0055186309429948194
Hawes Down Infant School,538909,166076,51.37675106400605,-0.0055186309429948194
Marian Vian Primary School,536074,167986,51.394601126664924,-0.045495209591216064
