EstablishmentName,Easting,Northing,lat,lng
St Andrew's Southgate Primary School (CofE),529664,194475,51.63414872818107,-0.1278415493042829
Freezywater St George's CofE Primary School,535716,199064,51.673959013625094,-0.038669414866833327
St John and St James CofE Primary School,533972,191952,51.61046806650431,-0.06659595818883644
St James CofE Primary School,535271,197210,51.65740626656618,-0.0458179876121959
St Michael's CofE Primary School,532321,197873,51.66406575799243,-0.08818849288757127
St Paul's CofE Primary School,531633,194592,51.6347432237254,-0.0993638507313799
St Mary's RC Primary School,535756,196174,51.64797998064896,-0.03921274787247266
St Edmunds Catholic Primary School,534676,194044,51.62909916820218,-0.05563186404773923
St George's RC Primary School,532834,197346,51.659209119502485,-0.08097573378154652
St Monica's RC Primary School,530216,193218,51.62272539937061,-0.12033717854267342
Our Lady of Lourdes Catholic Primary School,529136,192398,51.61560510172176,-0.13623141433589525
Latymer All Saints CofE Primary School,533785,193650,51.62577101372979,-0.0686471872296573
Wolfson Hillel Primary School,529669,195019,51.63903620457218,-0.12756800366163473
Edmonton County School,533832,194710,51.63528516091058,-0.06756383376299839
Winchmore School,532148,193892,51.62833218894888,-0.09219079772535309
Southgate School,528736,195890,51.64707759425984,-0.14072271852991222
Enfield County School,532660,196786,51.65421791613663,-0.08370206358201436
Chace Community School,533134,197520,51.66070178584332,-0.07657499212740862
Lea Valley High School,535460,199772,51.68038279664643,-0.04209494474124614
Bishop Stopford's School,534676,197189,51.657360320981816,-0.054422423190486735
St Anne's Catholic High School for Girls,531090,192526,51.616304094352735,-0.1079778042277416
St Matthew's CofE Primary School,535458,195673,51.6435498101282,-0.04371104211882239
The Latymer School,533405,193668,51.62602290686595,-0.07412669214036549
Broomfield School,529904,192375,51.615221856125395,-0.1251538491234913
St Ignatius College,534539,198919,51.67293893444239,-0.0557362984823635
Keble Preparatory School,531371,194684,51.6356311612756,-0.10311286422480603
Palmers Green High School,531324,193624,51.62611661159926,-0.10418879724794636
Grange Park Preparatory School,531880,195267,51.64075115963226,-0.09554286295125988
Salcombe School,529716,194678,51.635960999027546,-0.12701546971731306
Vita Et Pax School,528949,195640,51.64478220749218,-0.13773797869433424
St John's Preparatory and Senior School,527371,200059,51.68485318516488,-0.15892223950069997
Durants School,535182,197871,51.66336739925775,-0.0468484211411176
West Lea School,533135,193394,51.623624578488844,-0.07812897527522486
Aylands School,535421,199082,51.67419189539665,-0.042926025891275074
Oaktree School,528389,195437,51.643085968712164,-0.14590126886511273
Waverley School,535362,196491,51.65092345329047,-0.04478134078361536
Pembury House Nursery School,533973,190605,51.59836344337095,-0.067095667482872
Rowland Hill Nursery School,532464,191409,51.60594502970758,-0.0885659154627234
Woodlands Park Nursery Centre,532059,188774,51.582361058696485,-0.0954015393227915
Haringey Pupil Referral Unit,530665,190898,51.60177293001287,-0.11471893429201671
Belmont Junior School,532117,189860,51.59210665476406,-0.09415656735172337
Belmont Infant School,532117,189860,51.59210665476406,-0.09415656735172337
Bounds Green Junior School,530010,191371,51.606174991284135,-0.12399576794956799
Bounds Green Infant School,530010,191371,51.606174991284135,-0.12399576794956799
Campsbourne Junior School,530199,189701,51.59112394596879,-0.12188738184051777
Campsbourne Infant School,530186,189628,51.59047093368951,-0.12210198976200987
Devonshire Hill Primary School,532986,191555,51.60713409029158,-0.08097731467586361
Earlsmead Primary School,533919,188987,51.583836589066536,-0.06849169340115338
Highgate Primary School,527936,188318,51.57921336864209,-0.15504015185311523
Lancasterian Primary School,533638,190953,51.601570160538124,-0.07179694104137216
Coldfall Primary School,527923,190269,51.59674929398848,-0.15451729723653557
Tetherdown Primary School,528127,189297,51.58796795525526,-0.151928295365445
Rokesly Junior School,530372,188815,51.58312195046763,-0.1197202365490536
Rokesly Infant School,530372,188815,51.58312195046763,-0.1197202365490536
South Harringay Junior School,531592,188526,51.58024157368372,-0.10223051655766864
South Harringay Infant School & the Ladder Children's Centre,531649,188545,51.5803990155529,-0.10140125588312603
Stamford Hill Primary School,532881,188049,51.57565293641636,-0.08381897786898812
West Green Primary School,532173,189052,51.584832563519264,-0.09365262278149032
Tiverton Primary School,532741,188181,51.576872087414216,-0.08578821831366179
Coleridge Primary School,529869,187979,51.575725246551684,-0.12728472886106684
Welbourne Primary School,534040,189516,51.58856155030746,-0.06654453254327161
Lea Valley Primary School,534398,191220,51.60378876502695,-0.06072790552508609
Ferry Lane Primary School,534658,189183,51.58542192848624,-0.05775697548108233
Rhodes Avenue Primary School,529205,190797,51.60120184413183,-0.13582486164938104
Crowland Primary School,534027,188633,51.58062981533534,-0.06706885578180859
Weston Park Primary School,530869,188546,51.58058949970174,-0.11265137563267502
The Willow Primary School,532942,190328,51.59611832538471,-0.08207697774965539
St Aidan's Voluntary Controlled Primary School,531031,187951,51.575204954995634,-0.1105365026799252
St Michael's CofE Voluntary Aided Primary School,528221,187707,51.57365781344387,-0.1511522411765474
St James' CofE Primary School,528330,189117,51.58630420413366,-0.1490654745464897
St Mary's CofE Primary School,530676,189139,51.5859632172899,-0.11521466775436744
Our Lady of Muswell RC Primary School,528328,190003,51.594266811816105,-0.1487706671074665
St Francis de Sales RC Junior School,533829,191113,51.60296263592115,-0.0689797999001892
St Ignatius RC Primary School,533578,188225,51.577069926696076,-0.07370003263275493
St Mary's Priory RC Junior School,532704,188523,51.57995411434619,-0.08619273842617318
St Paul's RC Primary School,530647,190404,51.5973378007002,-0.11516250516445298
St Mary's Priory RC Infant School,532704,188523,51.57995411434619,-0.08619273842617318
St Peter-in-Chains RC Infant School,530431,188047,51.5762066847375,-0.11915416160477753
St Francis de Sales RC Infant School,533831,191178,51.60354626362606,-0.06892615673596435
St Martin of Porres RC Primary School,529363,191548,51.607914487859865,-0.13326805895926896
St Gildas' RC Junior School,530347,187996,51.575767786356074,-0.12038455650007104
St John Vianney RC Primary School,531938,189139,51.585669400153,-0.09700982976807693
Hornsey School for Girls,530709,188684,51.58186672936974,-0.11490786283228245
Highgate Wood Secondary School,529449,188604,51.58143837183448,-0.1331119844842498
Northumberland Park Community School,534215,191340,51.60491071197842,-0.06332284061436158
Fortismere School,528180,189842,51.592853629610715,-0.15096483180820083
Gladesmore Community School,534098,188572,51.580064782248904,-0.06606806645931526
Channing School,528715,187337,51.570220284062174,-0.14416326774929308
Highgate School,528337,187571,51.572409255568196,-0.14952893635451062
Norfolk House School,528741,190082,51.59488260144922,-0.14278278891137502
The John Loughborough School,533962,189998,51.59291143586861,-0.06748593880811284
Sunrise Primary School,534054,191565,51.60697091805095,-0.06556030556778498
North London Rudolf Steiner School,530339,189363,51.58805417247106,-0.11999297956788078
Beis Chinuch Lebonos Girls School,532381,187518,51.570998722528984,-0.09122990479777271
The London School for Children With Cerebral Palsy,528941,189738,51.591745515100726,-0.14002336758884054
Excelsior College,533216,191410,51.60577676479371,-0.07771301502384545
Blanche Nevile School,528067,190032,51.594586768253436,-0.1525259150540251
Vale School,534215,191340,51.60491071197842,-0.06332284061436158
The Brook School,532975,190322,51.59605662520719,-0.08160311106383547
Riverside School,531884,191354,51.60558680588119,-0.09695695389454823
Harrow Tuition Service,514880,189993,51.59707742068033,-0.342823815454807
"Newton Farm Nursery, Infant and Junior School",512751,186853,51.56928578836266,-0.374554705468293
Whitefriars Community School,515030,190087,51.59789166571061,-0.34062840614520873
Roxeth Primary School,514880,186903,51.5693058178897,-0.3438338221109046
Marlborough Primary School,515062,189176,51.589697483531964,-0.34046503965155006
Grimsdyke School,512522,191622,51.61219389912701,-0.3763299443346791
Camrose Primary With Nursery,518642,190777,51.603344372740914,-0.2882714332108148
Belmont School,515938,190307,51.59968292015078,-0.32745244916010885
Cannon Lane Junior School,511772,188117,51.58084109004159,-0.3882723685052648
Kenmore Park Junior School,518049,189732,51.59407711022306,-0.29718118616793265
Pinner Park Junior School,513787,189949,51.596903613798965,-0.35861104165905394
Priestmead Primary School and Nursery,516813,189875,51.59561972702268,-0.3149686393839898
Stag Lane Junior School,519231,190411,51.59993075709126,-0.27989508667644575
Stanburn Junior School,517199,191102,51.606567151153925,-0.30898903404698813
Longfield Primary School,513061,188104,51.58046739136329,-0.3696815893850004
Weald Junior School,515645,191154,51.60735550383014,-0.3314018651604822
Grange Primary School,513848,187215,51.57231909558848,-0.358616440870829
Heathland School,513025,186247,51.5637844217114,-0.3707977104062775
Cannon Lane First School (4-7 Years),511772,188117,51.58084109004159,-0.3882723685052648
Pinner Park Infant and Nursery School,513787,189949,51.596903613798965,-0.35861104165905394
Stag Lane Infant and Nursery School,519215,190371,51.59957465066583,-0.28013956779387267
Elmgrove Primary School & Nursery,516269,189135,51.58908144448067,-0.32306359511323884
Kenmore Park Infant and Nursery School,518049,189732,51.59407711022306,-0.29718118616793265
Roxbourne Primary School,512138,186828,51.56918322730044,-0.38340353513196285
Stanburn First School 4-7 Years,517199,191102,51.606567151153925,-0.30898903404698813
Weald Infant and Nursery School,515645,191154,51.60735550383014,-0.3314018651604822
West Lodge Primary School,511769,189316,51.59161802029988,-0.38793429229719334
Earlsmead Primary School,512872,185623,51.558206684958456,-0.3732041816742304
Welldon Park Infant School,514400,186000,51.5612874861487,-0.3510500301341311
Welldon Park Junior School,514035,186012,51.56146918660873,-0.35630928232079456
Norbury School,515100,188475,51.5833894541509,-0.340146373191673
Vaughan Primary School,514092,188075,51.5799991841977,-0.3548181561751576
Glebe Primary School,518086,189462,51.591642779783434,-0.29673806265835867
Aylward Primary School,517981,192291,51.61708991827684,-0.2973022434221368
Whitchurch First School and Nursery,517594,191239,51.60771614208353,-0.3032418880104559
St Bernadette's Catholic Primary School,518540,189173,51.58895019108598,-0.2902849472368819
St Anselm's Catholic Primary School,515057,187620,51.575713855718384,-0.34104655061106576
St Teresa's Catholic Primary School and Nursery,514022,190858,51.60502586576826,-0.35492459334842
St John Fisher Catholic Primary School,513011,189029,51.58879102552112,-0.37010542622291387
St Joseph's Catholic Primary School,516391,190312,51.59963451366099,-0.3209133321859047
St George's Primary School,515728,186230,51.56308394556466,-0.3318253981181311
Whitmore High School,514224,187316,51.57315086395666,-0.3531605709089698
The Sacred Heart Language College,515333,190273,51.599501441365454,-0.3361947160598872
Harrow School,515319,187244,51.57228104581292,-0.33739076681026337
Heathfield School for Girls,511811,187922,51.57908074507872,-0.3877717777069061
The John Lyon School,514888,187108,51.57114664641952,-0.3436514845539351
Orley Farm School,514907,186152,51.56255063255046,-0.3436897148889812
Quainton Hall School,515063,188637,51.5848529874965,-0.3406271128150911
Alpha Preparatory School,515450,188690,51.58525024827291,-0.33502649783424454
Buckingham College School,515473,188687,51.58521857748691,-0.33469566265189366
Peterborough and St Margaret's School,515144,193445,51.62804843845699,-0.3378812446115956
Reddiford School,512437,189230,51.59071228455288,-0.37832301555710185
Roxeth Mead School,514776,186975,51.56997408567349,-0.3453102183636716
North London Collegiate School,518160,191976,51.61422140574937,-0.294824159160726
Shaftesbury High School,513970,190835,51.604829667879514,-0.3556825985888707
Alexandra School,513081,186624,51.567161576915865,-0.36986899257747874
Birnam Wood Pupil Referral Unit,554382,187071,51.5613926546644,0.2257910628521535
Oglethorpe Unit,557570,186616,51.55642385223041,0.27154007306791056
The James Oglethorpe Primary School,557570,186616,51.55642385223041,0.27154007306791056
Harold Wood Primary School,554997,189759,51.58537445433293,0.2358409780285494
Ardleigh Green Junior School,553907,189675,51.58491826887829,0.22008391544572337
Ardleigh Green Infant School,553907,189675,51.58491826887829,0.22008391544572337
Elm Park Primary School,551858,185367,51.54676724091257,0.18867260979536693
Benhurst Primary School,552897,186268,51.554582141752356,0.20403617240841052
Hylands Primary School,552374,188192,51.572010196494176,0.19733161242523706
Hacton Primary School,554419,186215,51.55369173059252,0.2259488049435367
Harold Court Primary School,555322,191230,51.598501150194174,0.24117867869244364
Langtons Junior School,554073,187242,51.56301345257844,0.22141180916150036
Langtons Infant School,554073,187242,51.56301345257844,0.22141180916150036
Scargill Junior School,552073,184537,51.539251990895735,0.19141248301106945
Scargill Infant School,552073,184537,51.539251990895735,0.19141248301106945
Suttons Primary School,553877,185820,51.55029077574884,0.21796469384546938
Whybridge Junior School,552020,183864,51.533219464876694,0.19035850340459523
Whybridge Infant School,552029,184000,51.534438980867186,0.19054682873117143
Brookside Junior School,554152,192388,51.609226395770584,0.2248084131866842
Brookside Infant School,554152,192388,51.609226395770584,0.2248084131866842
Clockhouse Primary School,549988,191473,51.602129007880215,0.1643296856535933
Crownfield Junior School,549433,190308,51.591808967822296,0.1558262318902756
Crownfield Infant School,549433,190308,51.591808967822296,0.1558262318902756
Parklands Junior School,550658,189989,51.588616812085554,0.17335981152425478
Parklands Infant School,550658,189989,51.588616812085554,0.17335981152425478
Rise Park Junior School,550966,190881,51.5965488984812,0.17818573780564012
Rise Park Infant School,550966,190881,51.5965488984812,0.17818573780564012
Squirrels Heath Junior School,552912,188781,51.57715662947753,0.2053447897053023
Squirrels Heath Infant School,552912,188781,51.57715662947753,0.2053447897053023
Gidea Park Primary School,552099,189498,51.583818475828565,0.19393168125172547
Towers Infant School,553371,187923,51.5693232007874,0.2115892117017494
Parsonage Farm Primary School,553377,182904,51.52422739060767,0.20948967750306946
Towers Junior School,553323,187827,51.56847371779465,0.21085532943478513
Brady Primary School,553052,181755,51.51399198860607,0.20431007327487782
Scotts Primary School,553545,185156,51.54441532480325,0.21289062264330355
Broadford Primary School,553971,191548,51.6017288741398,0.22182808594958614
Newtons Primary School,550692,183278,51.52831002773199,0.17097647740400926
Pyrgo Priory Primary School,555019,192476,51.60977917511592,0.23735784730763804
Nelmes Primary School,554864,189070,51.57922067268411,0.23361920309664674
Mead Primary School,554608,191769,51.60354007287688,0.23111567287754659
Rainham Village Primary School,552430,182359,51.51958685857585,0.19561429340803546
Hilldene Primary School,552977,191609,51.602547597104966,0.20751366552374534
Pinewood Primary School,549795,192411,51.6106081655105,0.16194542969497366
Dame Tipping Church of England Primary School,551162,193382,51.618967299004865,0.1820906407256093
St Edward's Church of England Voluntary Aided Primary School,551124,189480,51.58391884608322,0.17986232917147935
St Mary's Catholic Primary School,552326,187377,51.56470058906278,0.1962865530869381
La Salette Catholic Primary School,552102,182754,51.52322422513533,0.19106087300762178
St Patrick's Catholic Primary School,549636,190807,51.596238611226234,0.15896710861785152
St Ursula's Catholic Junior School,553024,191942,51.60552671686709,0.20833695866656016
St Ursula's Catholic Infant School,553024,191942,51.60552671686709,0.20833695866656016
St Joseph's Catholic Primary School,555976,186572,51.556471192695824,0.24854654959667277
St Peter's Catholic Primary School,551046,189566,51.584712436171685,0.17877436318291698
St Alban's Catholic Primary School,552574,184346,51.53740080332331,0.19854814350551347
The Sanders Draper School and Specialist Science College,553667,185762,51.54982685312768,0.2149130182380515
"The Chafford School, A Specialist Business and Enterprise College",553087,181922,51.515482971068494,0.20488653504579932
The Royal Liberty School,553212,189729,51.58559267579542,0.2100840134165328
Gaynes School,556274,185453,51.546335203259694,0.25234485160303965
Marshalls Park School,551408,190187,51.59019492369842,0.18426291932186378
Gidea Park College,552488,189757,51.58604047373451,0.19965424478168656
Goodrington School,553677,188104,51.57086616534305,0.21607998960222516
St Mary's Hare Park School,553088,189702,51.5853837640029,0.20828386252244302
Raphael Independent School,552065,188037,51.57070092067777,0.192809323271761
Immanuel School,550883,192249,51.60886233665564,0.17757639880996462
Oakfields Montessori School,556024,184888,51.54132810359072,0.24849214301916495
Corbets Tey School,556057,184996,51.54228930967733,0.2490154579542439
Dycorts School,555075,192641,51.61124619648848,0.23823884881920543
Ravensbourne School,553748,190796,51.59503335394596,0.21828144913681322
McMillan Nursery School,508547,181007,51.51756590982064,-0.4369885445267559
Hillingdon Tuition Centre,506465,180317,51.51175989384296,-0.4671910453149057
Bourne Primary School,511334,184924,51.55222955626296,-0.39560143030646044
Breakspear Junior School,507406,186808,51.56992384963744,-0.45165761722594405
Colham Manor Primary School,507071,181457,51.52189201506053,-0.45811587799772585
Coteford Infant School,510186,188456,51.58419998075667,-0.4110459191705024
Deanesfield Primary School,511664,185752,51.55960632205295,-0.3905811875555644
Field End Junior School,511795,186560,51.56684254503356,-0.38843555160657095
Field End Infant School,511795,186560,51.56684254503356,-0.38843555160657095
Glebe Primary School,508488,185552,51.55842795375681,-0.43643930521865426
Harefield Junior School,505112,190547,51.603962560613446,-0.48362593303274387
Harefield Infant School,505050,190544,51.603947153683656,-0.4845217371558773
Harlyn Primary School,510753,189845,51.59657303156806,-0.4024278463123691
Harmondsworth Primary School,505655,177525,51.48681647643145,-0.47969411648777355
Heathrow Primary School,506988,177916,51.490080500576596,-0.4603847845310869
Lady Bankes Junior School,510453,186919,51.570333408788386,-0.4076767066267597
Lady Bankes Infant School,510453,186919,51.570333408788386,-0.4076767066267597
Laurel Lane Primary School,506047,178913,51.49921890926214,-0.47363393275487264
Minet Junior School,510563,180360,51.51136008172428,-0.40814842933589474
Minet Nursery and Infant School,510563,180360,51.51136008172428,-0.40814842933589474
Newnham Junior School,511440,187433,51.5747591120824,-0.39327861258418273
Newnham Infant and Nursery School,511440,187433,51.5747591120824,-0.39327861258418273
Ryefield Primary School,508478,183834,51.54298842846012,-0.43711273595390804
West Drayton Primary School,506530,179594,51.50524916584988,-0.4664729286600519
Whitehall Junior School,505413,183387,51.53955092823327,-0.4814272175811448
Whiteheath Junior School,508248,187992,51.58040478494685,-0.4391490551167367
William Byrd School,508532,177907,51.48970564001385,-0.43815749493188916
Yeading Junior School,511190,181608,51.52245408605734,-0.39872374216060164
Yeading Infant and Nursery School,511203,181551,51.52193921787852,-0.398554414309512
Hermitage Primary School,505909,184499,51.54945305315123,-0.47394378874326004
Brookside Primary School,511435,182524,51.5306387543337,-0.39490441109891394
Highfield Primary School,507941,182886,51.53457058180039,-0.44514365843748144
Rabbsfarm Primary School,506026,180857,51.51669601882325,-0.473352480391978
Warrender Primary School,509964,187686,51.57732262427448,-0.41448963638059494
Breakspear Infant and Nursery School,507406,186808,51.56992384963744,-0.45165761722594405
Whitehall Infant School,505413,183387,51.53955092823327,-0.4814272175811448
Whiteheath Infant and Nursery School,508115,188074,51.581167305083426,-0.44104252206681904
Frithwood Primary School,509709,191703,51.61347659642209,-0.4169132848391983
Ruislip Gardens Primary School,509599,185939,51.561691720754695,-0.420299122959363
Bishop Winnington-Ingram CofE Primary School,508573,187712,51.577825697357525,-0.4345470195892878
Holy Trinity CofE Primary School,508306,191749,51.614161450970386,-0.4371536986159137
Dr Triplett's CofE Primary School,509973,181078,51.51792850525418,-0.41642315016869214
St Swithun Wells Catholic Primary School,511551,186256,51.56415852432893,-0.3920508029854384
Botwell House Catholic Primary School,509698,179936,51.507717601636806,-0.4207398717637132
St Bernadette Catholic Primary School,507524,183487,51.54005194064115,-0.450970003062327
St Catherine Catholic Primary School,505676,179425,51.50389032731389,-0.47882342591429494
St Mary's Catholic Primary School,505028,183848,51.54376621609233,-0.4868390324424561
Sacred Heart Catholic Primary School,509289,186608,51.56776476600757,-0.424561578750249
Oak Farm Infant School,507730,183934,51.5440303775809,-0.44786413886266213
Oak Farm Junior School,507730,183934,51.5440303775809,-0.44786413886266213
Grange Park Junior School,509872,182060,51.526774354532904,-0.41757228748153374
Grange Park Infant and Nursery School,509872,182060,51.526774354532904,-0.41757228748153374
Hillside Infant School,510151,191063,51.607638156409664,-0.4107332444857658
Hillside Junior School,510151,191063,51.607638156409664,-0.4107332444857658
Charville Primary School,509118,183116,51.53641177462789,-0.42810992800989267
St Andrew's CofE Primary School,505861,183737,51.542613040398685,-0.4748647963193746
Hayes Park School,509632,182266,51.5286724841128,-0.42096642633955117
Abbotsfield School,507810,183194,51.53736392536974,-0.44693738335578875
Harlington Community School,508630,178733,51.49711102969786,-0.43649256593001107
Northwood College,508952,191284,51.60985753963689,-0.42797188317391993
St Helen's School,509320,191707,51.613588149683004,-0.42252786176001916
St Martin's School,508553,192044,51.616765358810184,-0.4334965121693226
The Hall School,508556,191591,51.612693251441186,-0.4335933656178811
St Helen's College,507494,184058,51.5451898604925,-0.45122818772977474
St John's School,510553,191554,51.61197246002637,-0.40477585632142266
ACS Hillingdon International School,506849,183830,51.5432629362382,-0.46059514668667884
Chantry School,506128,180976,51.51774648416401,-0.4718472439383457
Meadow High School,506516,181711,51.52427985789779,-0.4660355452370545
RNIB Sunshine House School and Children's Home,508649,191759,51.61418529870084,-0.4321987582354277
Pield Heath House RC School,506469,182099,51.52777613387601,-0.46659560885564233
Hedgewood School,509342,182941,51.534795571267644,-0.4249358873792292
Alexandra Junior School,513950,176295,51.47415242438621,-0.3606734882503933
Alexandra Nursery and Infant School,513950,176295,51.47415242438621,-0.3606734882503933
Belmont Primary School,520690,178592,51.49340002224279,-0.262890240100439
Cardinal Road Infant and Nursery School,510779,173152,51.44653220469977,-0.40729536552500806
Cavendish Primary School,521106,177281,51.48152876832277,-0.25735018601493864
Feltham Hill Junior School,509695,172161,51.43783576260274,-0.42319424361186425
Feltham Hill Infant and Nursery School,509664,172324,51.43930682774226,-0.42358962370065
Grove Park Primary School,520137,177597,51.48457525008356,-0.2711903370481122
Victoria Junior School,510709,173046,51.44559314452695,-0.4083353546922475
Hounslow Heath Junior School,512374,175491,51.467241068758184,-0.38361106719648125
Hounslow Heath Infant and Nursery School,512200,175494,51.46730252593596,-0.38611399646425537
Hounslow Town Primary School,514456,175843,51.469987896983014,-0.35353735513546214
Isleworth Town Primary School,516139,176282,51.473590872981156,-0.3291738208709853
Lionel Primary School,518405,178577,51.493747944876375,-0.2957938989756199
Marlborough Primary School,516229,176881,51.47895602074294,-0.32768169408206094
Norwood Green Junior School,512552,178345,51.49285719409026,-0.3801411062702794
Norwood Green Infant and Nursery School,512552,178345,51.49285719409026,-0.3801411062702794
Southville Junior School,509787,173406,51.449008187371376,-0.421485412706204
Southville Infant and Nursery School,509787,173406,51.449008187371376,-0.421485412706204
Sparrow Farm Infant and Nursery School,511139,173878,51.45298705382105,-0.4018894137009705
Spring Grove Primary School,514791,176242,51.473506218188916,-0.3485869805152207
Springwell Junior School,512360,177029,51.48106727065841,-0.3833239324812819
Springwell Infant and Nursery School,512230,177125,51.48195589620733,-0.38516473754886954
Strand-on-the-Green Junior School,519493,177903,51.48746171842638,-0.2803571236642252
Strand-on-the-Green Infant and Nursery School,519493,177903,51.48746171842638,-0.2803571236642252
Wellington Primary School,512823,176312,51.4745308777573,-0.37688808391462436
Worple Primary School,516484,175406,51.46564682009282,-0.32449712795273705
Sparrow Farm Junior School,511338,173818,51.452408711602416,-0.3990455165408551
Oriel Primary School,511993,172056,51.43644280410569,-0.3901799871559032
Ivybridge Primary School,515922,174346,51.456235134484494,-0.3329310358435351
Westbrook Primary,512929,177231,51.482769609005494,-0.3750689897743501
Edward Pauling Primary School,509447,172812,51.443734978988594,-0.426559712360859
The Smallberry Green Primary School,516226,176513,51.47564917548253,-0.3278458291309607
Grove Road Primary School,513110,175201,51.46448808703193,-0.37311269409605147
Beavers Community Primary School,511171,175731,51.46963557774764,-0.40084706882459453
Berkeley Primary School,511896,177485,51.485257666934764,-0.38985863629863954
The Blue School CofE Primary,516442,175825,51.4694212885399,-0.3249635772910583
St Paul's CofE Primary School,517794,177567,51.48479804600803,-0.3049276758718958
Our Lady and St John's RC Primary School,517184,178195,51.49056885940203,-0.313500452761486
St Lawrence RC Primary School,510644,173014,51.44531821669817,-0.40928027470405887
"St Mary's RC Primary School, Isleworth",516294,175817,51.46937979570326,-0.32709598314508515
"St Mary's RC Primary School ,Chiswick",521077,178004,51.48803280833219,-0.25751993298242665
St Michael and St Martin RC Primary School,512686,175478,51.46706224191084,-0.3791255029586057
Hounslow Manor School,514089,175937,51.470906799651395,-0.3587884569870839
The Heathland School,512912,174456,51.45783159516889,-0.376199411295685
The Green School,516420,176903,51.47911450697984,-0.32492531659809687
Gunnersbury Catholic School,517147,178506,51.493371656786515,-0.3139300217741482
Ashton House School,514928,176697,51.477567859052485,-0.3464674386347381
Chiswick and Bedford Park Preparatory School,521269,178963,51.49661052306606,-0.25442678125549223
International School of London,519294,178822,51.495763150195884,-0.28291157964313673
Arts Educational School,521410,178894,51.495960162510194,-0.25242032642059903
Marjory Kinnon School,509157,174531,51.45924154241784,-0.43020096848328765
Oaklands School,514912,175746,51.469023747518186,-0.34700669651860316
Lindon Bennett School,511658,171082,51.427754518826966,-0.39530419911017767
The Cedars Primary School,510424,177311,51.48398281179645,-0.41110381459373246
Surbiton Children's Centre Nursery,518730,167058,51.39015214649606,-0.29497446636267455
Mecklenburg Pupil Referral Unit,518141,170709,51.423088915077784,-0.30222078381768364
Malden Oaks PRU,517598,171668,51.43182090237582,-0.3097087668257094
Castle Hill Primary School,518673,164299,51.36536706730832,-0.2967139351000457
Burlington Junior School,521978,168166,51.39942194244073,-0.2479366102072166
Burlington Infant and Nursery School,521978,168166,51.39942194244073,-0.2479366102072166
Coombe Hill Infant School,520639,169833,51.41469017920719,-0.2666088284739346
Ellingham Primary School,517790,163452,51.35793808504803,-0.30967196577630085
Green Lane Primary and Nursery School,522843,166835,51.38727326899518,-0.23596868748763974
Knollmead Primary School,520229,165821,51.378719200547586,-0.27385947596887183
Robin Hood Primary School,521023,171423,51.428898440481134,-0.26054725811595936
Tolworth Junior School,518935,166180,51.38221810564882,-0.2923233589997607
Tolworth Infant and Nursery School,518935,166180,51.38221810564882,-0.2923233589997607
Coombe Hill Junior School,520639,169833,51.41469017920719,-0.2666088284739346
Maple Infant School,517909,167629,51.39545515603993,-0.3065789329375434
Alexandra Infant School,519149,170071,51.41714403259813,-0.28794449276169953
King Athelstan Primary School,518673,168767,51.40552393480916,-0.29522235283639325
Grand Avenue Primary and Nursery School,520005,167029,51.389623542932576,-0.2766686874298734
Malden Manor Primary and Nursery School,521203,166671,51.386151637023026,-0.25958166876900934
King's Oak Primary School,520150,168715,51.404745881148116,-0.2740155265189196
Lovelace Primary School,517260,164156,51.36437503753162,-0.3170483993872278
Christ Church New Malden CofE Primary School,521122,168871,51.4059413620217,-0.2599950671123972
Christ Church CofE Primary School,519292,167354,51.39269471691583,-0.2868018497516497
Malden Parochial CofE Primary School,521278,166253,51.382378860066225,-0.25864698769815486
St Andrew's and St Mark's CofE Junior School,517886,167577,51.39499257104636,-0.3069266282563559
St John's CofE Primary School,518372,168606,51.40413977077075,-0.29960142655775535
St Paul's CofE Primary School,518091,164804,51.370027072189735,-0.30490245253250076
St Paul's CofE Junior School,519245,170090,51.417294629646186,-0.2865582360260033
St Matthew's CofE Primary School,518442,166790,51.38780358316386,-0.2992009819411817
St Mary's CofE (Aided) Primary School,518544,163632,51.35939918111723,-0.2987881889464597
Corpus Christi Catholic Primary School,520525,168776,51.405214623387934,-0.2686062040369286
Our Lady Immaculate Catholic Primary School,519560,166315,51.38330024621685,-0.28330126946439493
St Joseph's Catholic Primary School,518683,169104,51.40855067302031,-0.29496599973847143
Chessington Community College,517780,163323,51.35678073435204,-0.30985819037789364
St Luke's CofE Primary School,518533,169913,51.41585300601644,-0.29685148514860366
Holy Cross Preparatory School,520151,170202,51.418110105806434,-0.2734978027456763
Shrewsbury House School,518017,165955,51.38038731053725,-0.3055831264865553
Surbiton High School,518037,168093,51.399598848536726,-0.3045857804020441
Rokeby Senior School,520348,170140,51.41751113044707,-0.2706871841133152
Linley House School,518547,167379,51.39307541077327,-0.29749622687338445
Marymount International School,520477,170137,51.41745679208489,-0.26883400262000473
Park Hill School,519383,170103,51.41738244959542,-0.2845702921709026
Study School,521190,167693,51.395339615968176,-0.2594198686468739
Westbury House School,520950,167912,51.39735904561917,-0.26279330182619304
Kingston Grammar School,518576,169292,51.41026271030046,-0.2964409043081137
Canbury School,519975,170843,51.42390834309653,-0.2758108234843295
Bedelsford School,518242,168766,51.405604888322614,-0.3014162072474498
St Philip's School,517844,163495,51.35831337006019,-0.30888254782172897
Dysart School,518548,166707,51.38703549379528,-0.2977060218285433
